关联ID,版本号,发版项名称,用户ID,设备,原声摘要,原声链接,触达状态,触达话术,触达人,触达时间,备注
2.69.1::AI精准复习-期中周子威::feedback-665925367-2026/03/07 20:58:49,2.69.1,AI精准复习-期中,665925367,S6,薄弱点栏目中添加英语这个学科,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=665925367,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-738745375-2026/03/12 21:10:47,2.69.1,AI精准复习-期中,738745375,S6,这里说我们有一个阶段测评，在阶段测评里边还有一个精准学，但是我在我的本上没有找到这两项呀。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=738745375,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-743411420-2026/03/13 19:59:17,2.69.1,AI精准复习-期中,743411420,S2,语文的薄弱点已攻克，批改全对，请问为何还是显示攻克数为0？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=743411420,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-642191048-2026/03/23 20:39:32,2.69.1,AI精准复习-期中,642191048,S2,收录拍照了10道错题，没有一个薄弱点生成，上学期都有，是怎么回事,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=642191048,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-842478978-2026/04/02 06:41:11,2.69.1,AI精准复习-期中,842478978,S2,请把语文和英语生物地理的薄弱点加到错题本里谢谢,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=842478978,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-654061087-2026/04/06 22:07:03,2.69.1,AI精准复习-期中,654061087,S6,做了一张模拟试卷，错了很多题，却没有产生薄弱点。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=654061087,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-225558408-2026/04/13 21:00:34,2.69.1,AI精准复习-期中,225558408,S2,卡顿，闪退，薄弱点批改无法完成,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=225558408,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-423293130-2026/05/26 22:36:26,2.69.1,AI精准复习-期中,423293130,S6,语文全部薄弱点里的生字词，精准练用不了，点击进去就是服务异常的页面,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=423293130,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-616176705-2026/05/30 10:18:30,2.69.1,AI精准复习-期中,616176705,S1,全对但是说没有攻克薄弱点,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=616176705,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-354654038-2026/01/03 12:54:39,2.69.1,AI精准复习-期中,354654038,S2,东北地区的期末考试已经结束了，期末复习的功能却还没有上线。。。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=354654038,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-217812010-2026/01/05 19:04:32,2.69.1,AI精准复习-期中,217812010,S2,"孩子用专项突破中的“看拼音写生字”功能，中间少选了几课，查不出来少了哪个，这里最好标注一下哪些写过了。
还有希望能看到所有课本的生字汇总，这样可以总体所有生字一起复习，而不是现在需要一个学期一个学期去复习。如果能添加上艾宾浩斯记忆法复习生字就更好了",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=217812010,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-521631520-2026/01/07 13:10:58,2.69.1,AI精准复习-期中,521631520,E1,希望能有过往几年期中和期末试卷真题讲解的功能,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=521631520,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-210936856-2026/01/07 21:34:31,2.69.1,AI精准复习-期中,210936856,S2,期末复习教辅或者其它题目时，可能没电突然关机设备没有保存作业痕迹。这样导致又得重新做一遍很浪费时间。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=210936856,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-463919518-2026/01/10 21:50:08,2.69.1,AI精准复习-期中,463919518,S2,"1.考前闯关复习题我们考完试了才更新出来。
2.现在已经放寒假了，寒假大作战还没更新。希望能及时提前更新。",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=463919518,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-413819224-2026/01/11 11:11:37,2.69.1,AI精准复习-期中,413819224,S2,寒假预复习计划什么时候有？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=413819224,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-632784980-2026/01/11 12:35:25,2.69.1,AI精准复习-期中,632784980,S2,AI期末个性复习，最后一关总是提示不对，反复改了（改的绝对正确，家长改了几遍，孩子改了几遍，小猿无法识别）无法进行下一关，请设置可以往下进行闯关，一家要疯了,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=632784980,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-632784980-2026/01/11 12:36:09,2.69.1,AI精准复习-期中,632784980,S2,AI复习闯关可以跳关,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=632784980,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-392430452-2026/01/11 13:42:05,2.69.1,AI精准复习-期中,392430452,S6,期末复习，希望增加英语和语文及语文和英语试卷分享功能,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=392430452,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-620716562-2026/01/12 22:05:47,2.69.1,AI精准复习-期中,620716562,S2,课本教材不能及时更新！没办法预习！建议小猿及时更新教材，上传到设备,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=620716562,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-1062227390-2026/01/13 19:11:31,2.69.1,AI精准复习-期中,1062227390,S2,能不能优化一下不会的字词加入生字生词本，便于复习查缺补漏,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1062227390,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-580773559-2026/01/15 17:15:45,2.69.1,AI精准复习-期中,580773559,S6,"今日复习这个位置是0
如何复习，找不到可以复习的按钮，以至于今日复习一直是0",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=580773559,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-369260854-2026/01/17 20:13:01,2.69.1,AI精准复习-期中,369260854,S2,"
 
“你好，想反馈一个功能建议：希望在四年级语文板块，把每个单元的‘日积月累’和课文里的必默古诗，单独做一个‘必默专区’。最好能按单元/教材版本分类，支持一键筛选、批量默写、自动批改，方便孩子集中练习和复习。孩子现在用的是[四年级]、[人教版]，麻烦帮忙评估上线~”
 
",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=369260854,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-420795158-2026/01/19 13:01:32,2.69.1,AI精准复习-期中,420795158,S2,英语自定义单词背诵，可以添加到课本单元里，但是退出听写后就清空了，希望有一个自定义单词的地方收集薄弱单词能反复复习巩固。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=420795158,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-348372962-2026/01/19 13:18:59,2.69.1,AI精准复习-期中,348372962,S2,二年级下册的语文为什么没有整片的课文原文，讲解也没有，小结也没有，只有卷子，孩子还没看课文，提前也复习不了，就让做卷子,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=348372962,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-1048484689-2026/01/19 16:48:52,2.69.1,AI精准复习-期中,1048484689,S6,期末总复习只有数学一科，英语和语文没有？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1048484689,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-510492685-2026/01/20 17:09:50,2.69.1,AI精准复习-期中,510492685,S2,都1月20号了，孩子已经放假13天了，寒假作业还没出来，目前还显示在复习阶段。建议下次寒假1月初，暑假7月初就同步出寒/暑假计划。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=510492685,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-227391080-2026/01/21 17:24:02,2.69.1,AI精准复习-期中,227391080,S6,整体不错但是沪教版除了一课一练配套教辅希望在多点别的出版社，对于沪教版有点少，英语希望能增加和数学语文一样的精准推荐，复习模考沪教版也比较少希望后续能多提升,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=227391080,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-399434192-2026/01/21 22:37:09,2.69.1,AI精准复习-期中,399434192,S2,"AI推荐任务中，数学能不能随机抽取几道该年级易错题来练习。
口语练习 能不能也按照年级的内容来更新一下。目前的口语练习太鸡肋了
单词听着 除了按照单元来听着的，时候可以增加，期中部分和期末部分混合听着。",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=399434192,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-379423750-2026/01/24 08:25:32,2.69.1,AI精准复习-期中,379423750,S2,希望语数英都有课堂笔记，有效提高孩子的预习。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=379423750,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-696181712-2026/01/24 20:14:34,2.69.1,AI精准复习-期中,696181712,S2,小猿，能不能增加一个王朝霞的教辅，单元测和期中期末考试卷子的那种，语文、科普版英语的,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=696181712,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-515443141-2026/01/25 19:44:42,2.69.1,AI精准复习-期中,515443141,S6,专项突破里面背单词，背的单词不能复习,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=515443141,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-138290726-2026/01/29 10:42:39,2.69.1,AI精准复习-期中,138290726,S2,请问小袁的学习内容能不能提前更新为下学期的内容便于学生预习，往回复！,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=138290726,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-696621686-2026/01/31 22:44:56,2.69.1,AI精准复习-期中,696621686,S2,数学小复习的应用题出的是计算或者是选择题什么的，就是不出应用题,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=696621686,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-696621686-2026/01/31 22:48:08,2.69.1,AI精准复习-期中,696621686,S2,数学小复习出的应用题不是应用题，是计算题或者选择题。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=696621686,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-287158486-2026/02/04 20:46:45,2.69.1,AI精准复习-期中,287158486,S2,想把经常用的教辅材料收藏或置顶，这样方便复习,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=287158486,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-374088314-2026/02/05 07:47:12,2.69.1,AI精准复习-期中,374088314,S1,今年的寒假大作战怎么没有了？初三的复习专项也没有？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=374088314,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-250989502-2026/02/05 08:03:46,2.69.1,AI精准复习-期中,250989502,S2,能否增加语文，数学，英语，科学等单元重点知识点总结，这样更方便孩子进行知识点复习,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=250989502,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-1047582075-2026/02/22 14:03:26,2.69.1,AI精准复习-期中,1047582075,S2,我家孩子以前上1年级2年级时有写过同步练习到三年级时我想让她全部复习一次结果，1年级2年级写的全部找不到了 是怎么回事,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1047582075,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-220439406-2026/02/23 20:33:28,2.69.1,AI精准复习-期中,220439406,S2,为什么没有S6的考试复习,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=220439406,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-405808718-2026/03/04 22:12:11,2.69.1,AI精准复习-期中,405808718,E1,字词听写之前有没有关于这个字的笔顺组词等相关的学习内容，特别是预习的时候，想学习一下这节课的字没有能学习的内容；英语也是，英语单词中没有音标和学习这个单词并组词造句的内容；建议增加字词的学习内容后再听写。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=405808718,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-214969930-2026/03/05 01:19:31,2.69.1,AI精准复习-期中,214969930,S6,"语文英语默写错误的词不会到错题本，后期无法针对性复习。
英语绘本跟读自己无法暂停，没有缓冲时间。不会的单词也无法点读
无法针对艾宾浩斯学的单词进行有效默写
",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=214969930,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-473792868-2026/03/09 15:22:23,2.69.1,AI精准复习-期中,473792868,S2,希望增加小升初的提前预习课程,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=473792868,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-552120439-2026/03/09 21:12:40,2.69.1,AI精准复习-期中,552120439,S2,小学数学，语文，数学，英语没有预习视频吗,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=552120439,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-1065655423-2026/03/09 21:59:09,2.69.1,AI精准复习-期中,1065655423,S2,期中的课文没有更新。听写生字，以前的老大，现在版本教材改完以后生字听写不了，课文对不上,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1065655423,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-230280978-2026/03/11 22:14:56,2.69.1,AI精准复习-期中,230280978,S6,强烈建议有字体放大功能，练习字太小了，读书复习字也小，拼音跟笔尖一样小，真的看起来太累了，对用眼不友好。强烈建议文字放大！！谢谢工程师！！！！,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=230280978,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-176779754-2026/03/15 21:37:59,2.69.1,AI精准复习-期中,176779754,S2,校内同步有课程预习就更好了,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=176779754,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-684533243-2026/03/22 11:24:35,2.69.1,AI精准复习-期中,684533243,S6,英语和语文没有像数学一样的AI复习功能,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=684533243,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-133829872-2026/03/22 19:23:14,2.69.1,AI精准复习-期中,133829872,S6,增加“题目保存进度，下次继续做”的功能。使用发现5.3归类复习，语文三下，无此功能。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=133829872,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-747676592-2026/03/22 21:56:00,2.69.1,AI精准复习-期中,747676592,S2,在专项突破中，背单词怎么只有今天新学的内容，没有今日复习的内容呢？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=747676592,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-67156186-2026/03/23 21:55:06,2.69.1,AI精准复习-期中,67156186,S6,希望听写中使用了提示功能的词汇直接进入错题本：【专项突破-英语单词听写和语文字词听写】：听写时，语音播报手动点击多次会出现提示功能，提示完整展现了需要默写的词汇，孩子可以直接照抄。最后成绩全对，但其中水分不小，家长不在旁边难以辨别真实成绩。提示功能确实需要，但是提示词汇最好直接算错，进入错题本，帮助孩子后续复习巩固生疏字词。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=67156186,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-985794848-2026/03/23 22:10:07,2.69.1,AI精准复习-期中,985794848,S6,系统没有课前预习，没有课前阅读。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=985794848,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-1119299293-2026/03/24 10:18:07,2.69.1,AI精准复习-期中,1119299293,S6,云文件上传限制文件大小，使用起来不方便。而且教辅的功能中只有练习册，而没有课程辅导书，不能进行预习。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1119299293,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-194310640-2026/03/24 15:12:57,2.69.1,AI精准复习-期中,194310640,S2,专项突破中的字词听写和单词听写没有记录，在机器上找不到练习的错误的记录，找统计错了多少单词生字，哪个错了，需要加强练习的地方没有提示，相对比较费劲，错误了的需要练习的单独再一个地方能找到，能专项单独复习练习就好了,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=194310640,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-175426920-2026/03/24 20:42:50,2.69.1,AI精准复习-期中,175426920,S2,背单词里背过的单词没有复习项,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=175426920,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-985794848-2026/03/30 12:28:17,2.69.1,AI精准复习-期中,985794848,S6,没有预习,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=985794848,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-266444532-2026/03/30 22:40:56,2.69.1,AI精准复习-期中,266444532,S6,希望增加这个版本53归类复习,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=266444532,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-93261514-2026/04/07 22:33:51,2.69.1,AI精准复习-期中,93261514,S2,小学三年级专项突破中的背单词。不能复习，只有每日新学的。每日复习找不见切换口。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=93261514,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-688140512-2026/04/17 22:54:25,2.69.1,AI精准复习-期中,688140512,S6,对于初三的孩子，希望出一个专题，针对整个初中三年知识点进行梳理，配套专题，中考是考三年知识的融合，想要提分，需要梳理三年的知识点，如果只有分年级的内容，对于中考总复习帮助不大，而且可以根据梳理出来问题通过AI出题来巩固知识,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=688140512,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-476755428-2026/04/18 15:46:16,2.69.1,AI精准复习-期中,476755428,S2,人教版二年级下，AI个性化复习中第八关正确答案一直判定错误无法过关,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=476755428,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-270546992-2026/04/20 19:49:19,2.69.1,AI精准复习-期中,270546992,S2,这是什么情况？实验班没有期中老师的试题吗？其他教辅里找到了还做不了，希望尽快反馈结果,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=270546992,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-696789957-2026/04/22 21:47:52,2.69.1,AI精准复习-期中,696789957,S6,适用江苏学生教辅资料太少，还有复习模考里面的题库大多数都是好几年前的，根本不实用，教材都有所变动。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=696789957,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-199379674-2026/04/25 10:48:05,2.69.1,AI精准复习-期中,199379674,S6,内置教辅不能横屏模式，字体实在太小。53归类复习选题做，看拼音写词语能不能选词，不要一口气。孩子错一个，就等于错一题，就得整个单元的看拼音全部重新写。而且不会自动收录在错题本,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=199379674,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-556785762-2026/04/25 15:32:10,2.69.1,AI精准复习-期中,556785762,S2,复习计划怎么只有数学，没有语文英语其他科目的,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=556785762,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-730649813-2026/04/26 13:15:48,2.69.1,AI精准复习-期中,730649813,S2,说实话，真的很失望，因为你这个小袁，下次如果要换的话，我都不可能换，你们家的这里小朋友马上要期中考试了，居然不能刷期中的题。特别是实验班的那种教材。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=730649813,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-1047582075-2026/05/01 18:11:42,2.69.1,AI精准复习-期中,1047582075,S2,"我家孩子以前上1年级2年级时有写过同步练习到三年级时我想让她全部复习一次，结果1年级2年级写的全部找不到了 是怎么回事
",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1047582075,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-239284412-2026/05/04 20:28:20,2.69.1,AI精准复习-期中,239284412,S6,复习模考类 选择了地方卷 出来的还是别的地方的！比如选择了南通  下面还是出现青岛 北京,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=239284412,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-183095138-2026/05/06 08:21:39,2.69.1,AI精准复习-期中,183095138,S2,没有复习建议这是大bug，根据孩子错题给出针对性复习，语文听生字没有按需听写，非要一单元一练,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=183095138,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-41992765-2026/05/07 07:55:18,2.69.1,AI精准复习-期中,41992765,S6,设备卡，使用不流畅，一会儿可以用，一会儿不可用，同步更新的复习题库，讲解文不对题，无法学习,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=41992765,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-226889258-2026/05/10 07:32:45,2.69.1,AI精准复习-期中,226889258,S6,那个艾宾浩斯遗忘曲线背单词很好，但其中应该加一个功能，就是可以把已经完全掌握的单词筛掉，不然会的单词也反复需要复习，很浪费时间。还有一点应该进一步改进就是判断这个单词是否记住还是要加强制判断，可以让孩子用语音或文字写出单词的其中一个意思就算对，现在只让他自己说认不认识就必须要家长陪着学，问他什么意思，不然他偷懒会全点成认识的！,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=226889258,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-135400204-2026/05/12 09:53:21,2.69.1,AI精准复习-期中,135400204,S6,"1.没有小升初总复习练习，只有六年级的配套练习。（没有针对小考、中考、高考。）
2.客户自己上传的云文件练习，错题进不了错题本。",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=135400204,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-405437370-2026/05/13 07:02:50,2.69.1,AI精准复习-期中,405437370,S6,什么时候出小升初总复习版块？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=405437370,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-580339904-2026/05/17 16:29:24,2.69.1,AI精准复习-期中,580339904,S1,"致小猿学练机（北京寸阴成器科技有限公司），现就产品""系统强制限制自定义单词本每次只能添加100个单词""严重设计缺陷进行投诉。

自定义单词本强制限制每次仅能添加100个单词，孩子日常复习量远超此数，导致前面听完后面就忘，完全无法形成有效复习闭环。花高价购买的学习设备，因这一不合理系统限制基本长期无法使用，严重影响核心功能体验。

现正式要求：立即解除该限制，至少将自定义单词本容量提升至500个。如未得到有效处理，我将依次向全国12315平台（投诉主体：北京寸阴成器科技有限公司）、黑猫投诉等渠道实名投诉，并保留向媒体曝光权利。

拒绝为设计缺陷买单，请尽快答复处理方案。",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=580339904,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-520306796-2026/05/21 06:46:58,2.69.1,AI精准复习-期中,520306796,S6,小学阶段没有看生字写拼音的复习板块，还有就是输入法中也应该有语音输入，方便自定义输入看拼音写词语的内容，一个一个手打很费时间。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=520306796,未触达,,,,候选（需先在关联表确认）
2.69.1::AI精准复习-期中周子威::feedback-580339904-2026/06/02 15:32:52,2.69.1,AI精准复习-期中,580339904,S1,您好！我购买的小猿学练机“听写单词”板块自定义单词一次只能添加100个，使用中几乎让我崩溃。孩子课外单词量远超这个数，每次都要分好几批手动添加，操作繁琐耗时，前面刚加完的单词还没巩固就又得清掉换下一批，复习完全被打乱。正因这个限制，我买的学练机几乎无法使用，无奈又买了zuoyebang的设备，发现对方根本没有这个困扰。调整数量上限并不是什么难题，希望客服核实后帮我把自定义单词容量提升到300至500个。此前我也反馈过，贵公司始终没有回应。如果这次仍无法解决，我只能彻底转向其它平台，相信很多家长和我感受相同，贵公司也可能因此流失大量用户。恳请重视认真对待客户的反馈，尽快整改。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=580339904,未触达,,,,候选（需先在关联表确认）
2.67.0::支持英语作文批改周子威::feedback-738972665-2026/01/15 22:56:57,2.67.0,英语作文批改,738972665,S2,建议能个英语作文批改和辅导,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=738972665,未触达,,,,候选（需先在关联表确认）
2.67.0::支持英语作文批改周子威::feedback-214935108-2026/01/03 10:59:57,2.67.0,英语作文批改,214935108,S2,AI作文辅导设置家长控制,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=214935108,未触达,,,,候选（需先在关联表确认）
2.67.0::支持英语作文批改周子威::feedback-925597722-2026/01/05 22:33:37,2.67.0,英语作文批改,925597722,S2,AI作文辅导随和关闭，小孩经常在上边抄作文,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=925597722,未触达,,,,候选（需先在关联表确认）
2.67.0::支持英语作文批改周子威::feedback-260226438-2026/02/02 11:10:19,2.67.0,英语作文批改,260226438,S2,我想要一个英语作文的指导和批改,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=260226438,未触达,,,,候选（需先在关联表确认）
2.67.0::支持英语作文批改周子威::feedback-678578920-2026/02/24 17:26:31,2.67.0,英语作文批改,678578920,S2,能否把AI作文辅导语音输入模式，改成字符输入模式,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=678578920,未触达,,,,候选（需先在关联表确认）
2.67.0::支持英语作文批改周子威::feedback-672703168-2026/03/08 11:27:22,2.67.0,英语作文批改,672703168,S6,不能批英语作文，小猿口算app都可以,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=672703168,未触达,,,,候选（需先在关联表确认）
